id,home_team_win
2996,0
2997,1
2998,1
2999,0
3000,1
3001,1
3002,0
3003,1
3004,1
3005,0
3006,0
3007,0
3008,0
3009,0
3010,0
3011,0
3012,0
3013,0
3014,0
3015,0
3016,1
3017,0
3018,0
3019,0
3020,1
3021,1
3022,1
3023,1
3024,1
3025,0
3026,1
3027,1
3028,1
3029,1
3030,0
3031,0
3032,1
3033,1
3034,0
3035,0
3036,0
3037,0
3038,1
3039,1
3040,1
3041,0
3042,0
3043,0
3044,0
3045,1
3046,1
3047,0
3048,0
3049,1
3050,1
3051,1
3052,1
3053,1
3054,1
3055,0
3056,1
3057,1
3058,0
3059,0
3060,0
3061,0
3062,0
3063,1
3064,0
3065,1
3066,0
3067,0
3068,1
3069,0
3070,1
3071,0
3072,0
3073,1
3074,1
3075,1
3076,1
3077,1
3078,1
3079,1
3080,0
3081,1
3082,1
3083,1
3084,1
3085,0
3086,1
3087,0
3088,1
3089,0
3090,0
3091,1
3092,1
3093,1
3094,0
3095,1
3096,1
3097,1
3098,0
3099,1
3100,1
3101,1
3102,1
3103,1
3104,0
3105,0
3106,0
3107,0
3108,1
3109,0
3110,1
3111,0
3112,1
3113,0
3114,1
3115,1
3116,1
3117,1
3118,1
3119,0
3120,1
3121,0
3122,1
3123,0
3124,1
3125,1
3126,0
3127,1
3128,1
3129,1
3130,1
3131,0
3132,1
3133,1
3134,0
3135,1
3136,0
3137,0
3138,0
3139,1
3140,1
3141,1
3142,0
3143,1
3144,1
3145,1
3146,0
3147,1
3148,0
3149,1
3150,0
3151,1
3152,1
3153,1
3154,0
3155,0
3156,1
3157,0
3158,1
3159,1
3160,1
3161,1
3162,1
3163,0
3164,1
3165,0
3166,1
3167,1
3168,0
3169,1
3170,1
3171,1
3172,0
3173,0
3174,1
3175,0
3176,1
3177,1
3178,1
3179,1
3180,0
3181,0
3182,1
3183,0
3184,1
3185,0
3186,1
3187,1
3188,0
3189,1
3190,1
3191,1
3192,1
3193,0
3194,1
3195,1
3196,1
3197,0
3198,0
3199,1
3200,1
3201,1
3202,0
3203,1
3204,1
3205,0
3206,1
3207,1
3208,0
3209,1
3210,1
3211,1
3212,1
3213,0
3214,1
3215,1
3216,1
3217,1
3218,0
3219,0
3220,1
3221,1
3222,0
3223,0
3224,1
3225,1
3226,1
3227,1
3228,0
3229,1
3230,0
3231,1
3232,1
3233,1
3234,0
3235,0
3236,1
3237,0
3238,1
3239,0
3240,1
3241,1
3242,1
3243,0
3244,0
3245,0
3246,1
3247,0
3248,0
3249,0
3250,1
3251,0
3252,0
3253,0
3254,0
3255,1
3256,1
3257,0
3258,1
3259,1
3260,1
3261,1
3262,1
3263,1
3264,0
3265,1
3266,0
3267,0
3268,0
3269,1
3270,1
3271,1
3272,0
3273,0
3274,1
3275,1
3276,1
3277,1
3278,1
3279,1
3280,1
3281,1
3282,0
3283,1
3284,1
3285,0
3286,1
3287,0
3288,1
3289,0
3290,1
3291,1
3292,0
3293,0
3294,0
3295,0
3296,1
3297,0
3298,0
3299,1
3300,0
3301,0
3302,0
3303,1
3304,1
3305,1
3306,1
3307,1
3308,1
3309,0
3310,0
3311,1
3312,0
3313,1
3314,0
3315,1
3316,0
3317,1
3318,0
3319,1
3320,0
3321,1
3322,0
3323,0
3324,1
3325,0
3326,0
3327,0
3328,1
3329,0
3330,1
3331,1
3332,0
3333,1
3334,1
3335,0
3336,1
3337,1
3338,0
3339,1
3340,1
3341,1
3342,1
3343,1
3344,1
3345,1
3346,1
3347,1
3348,1
3349,1
3350,1
3351,0
3352,1
3353,1
3354,0
3355,0
3356,1
3357,0
3358,1
3359,0
3360,0
3361,1
3362,1
3363,0
3364,0
3365,0
3366,1
3367,1
3368,0
3369,1
3370,1
3371,1
3372,1
3373,0
3374,0
3375,1
3376,1
3377,1
3378,1
3379,0
3380,1
3381,0
3382,0
3383,1
3384,0
3385,1
3386,1
3387,1
3388,1
3389,0
3390,1
3391,1
3392,1
3393,0
3394,1
3395,1
3396,1
3397,1
3398,0
3399,1
3400,1
3401,0
3402,1
3403,1
3404,1
3405,1
3406,1
3407,0
3408,1
3409,1
3410,1
3411,0
3412,1
3413,0
3414,1
3415,1
3416,0
3417,1
3418,1
3419,0
3420,1
3421,0
3422,1
3423,0
3424,0
3425,1
3426,1
3427,1
3428,1
3429,0
3430,1
3431,0
3432,1
3433,0
3434,0
3435,1
3436,1
3437,1
3438,0
3439,0
3440,1
3441,1
3442,1
3443,1
3444,1
3445,0
3446,1
3447,1
3448,0
3449,1
3450,0
3451,0
3452,0
3453,1
3454,1
3455,1
3456,0
3457,1
3458,1
3459,0
3460,1
3461,0
3462,0
3463,1
3464,0
3465,0
3466,1
3467,1
3468,1
3469,0
3470,1
3471,1
3472,0
3473,1
3474,0
3475,0
3476,1
3477,0
3478,1
3479,0
3480,0
3481,1
3482,1
3483,0
3484,0
3485,1
3486,0
3487,1
3488,1
3489,1
3490,1
3491,1
3492,1
3493,0
3494,0
3495,1
3496,1
3497,1
3498,1
3499,1
3500,1
3501,1
3502,0
3503,0
3504,0
3505,0
3506,0
3507,1
3508,1
3509,1
3510,1
3511,0
3512,0
3513,1
3514,0
3515,1
3516,0
3517,1
3518,0
3519,1
3520,0
3521,1
3522,1
3523,0
3524,0
3525,1
3526,1
3527,1
3528,1
3529,1
3530,0
3531,0
3532,1
3533,0
3534,1
3535,0
3536,0
3537,0
3538,0
3539,0
3540,1
3541,0
3542,0
3543,1
3544,1
3545,1
3546,1
3547,0
3548,1
3549,0
3550,1
3551,1
3552,1
3553,1
3554,1
3555,1
3556,0
3557,0
3558,0
3559,1
3560,1
3561,1
3562,0
3563,0
3564,0
3565,1
3566,1
3567,1
3568,1
3569,0
3570,1
3571,1
3572,1
3573,1
3574,1
3575,1
3576,0
3577,1
3578,0
3579,1
3580,0
3581,1
3582,1
3583,0
3584,0
3585,1
3586,0
3587,1
3588,1
3589,1
3590,1
3591,0
3592,1
3593,1
3594,1
3595,0
3596,0
3597,1
3598,1
3599,1
3600,1
3601,1
3602,0
3603,1
3604,1
3605,1
3606,1
3607,0
3608,0
3609,1
3610,0
3611,1
3612,0
3613,0
3614,1
3615,1
3616,1
3617,1
3618,1
3619,0
3620,0
3621,0
3622,0
3623,1
3624,0
3625,0
3626,0
3627,1
3628,1
3629,0
3630,1
3631,0
3632,1
3633,1
3634,0
3635,0
3636,1
3637,1
3638,0
3639,1
3640,0
3641,1
3642,0
3643,1
3644,1
3645,0
3646,1
3647,1
3648,1
3649,1
3650,0
3651,1
3652,1
3653,0
3654,0
3655,1
3656,0
3657,0
3658,1
3659,1
3660,1
3661,0
3662,0
3663,1
3664,1
3665,1
3666,1
3667,0
3668,1
3669,0
3670,1
3671,1
3672,1
3673,0
3674,1
3675,1
3676,0
3677,1
3678,1
3679,1
3680,0
3681,0
3682,0
3683,0
3684,1
3685,0
3686,0
3687,1
3688,1
3689,0
3690,1
3691,0
3692,0
3693,1
3694,0
3695,0
3696,1
3697,1
3698,1
3699,0
3700,1
3701,1
3702,1
3703,1
3704,0
3705,1
3706,1
3707,1
3708,0
3709,1
3710,1
3711,1
3712,1
3713,1
3714,0
3715,1
3716,1
3717,0
3718,0
3719,1
3720,1
3721,0
3722,1
3723,0
3724,1
3725,0
3726,1
3727,1
3728,1
3729,0
3730,1
3731,0
3732,0
3733,1
3734,1
3735,1
3736,0
3737,0
3738,1
3739,1
3740,0
3741,0
3742,0
3743,1
3744,1
3745,0
3746,0
3747,0
3748,1
3749,1
3750,0
3751,0
3752,1
3753,1
3754,0
3755,1
3756,0
3757,1
3758,1
3759,1
3760,1
3761,0
3762,0
3763,0
3764,0
3765,1
3766,1
3767,0
3768,1
3769,0
3770,1
3771,1
3772,1
3773,1
3774,0
3775,0
3776,0
3777,1
3778,1
3779,0
3780,0
3781,1
3782,0
3783,1
3784,0
3785,1
3786,0
3787,0
3788,1
3789,0
3790,0
3791,0
3792,1
3793,0
3794,1
3795,1
3796,0
3797,0
3798,0
3799,1
3800,1
3801,0
3802,1
3803,1
3804,1
3805,1
3806,1
3807,1
3808,1
3809,0
3810,0
3811,1
3812,1
3813,1
3814,1
3815,1
3816,0
3817,1
3818,1
3819,0
3820,1
3821,0
3822,0
3823,0
3824,0
3825,1
3826,1
3827,1
3828,0
3829,0
3830,1
3831,1
3832,0
3833,0
3834,1
3835,1
3836,0
3837,1
3838,0
3839,1
3840,0
3841,1
3842,1
3843,1
3844,1
3845,1
3846,0
3847,1
3848,0
3849,0
3850,1
3851,1
3852,0
3853,0
3854,0
3855,0
3856,0
3857,0
3858,0
3859,1
3860,0
3861,0
3862,1
3863,1
3864,1
3865,1
3866,0
3867,1
3868,1
3869,0
3870,0
3871,1
3872,0
3873,0
3874,0
3875,0
3876,1
3877,1
3878,0
3879,0
3880,0
3881,1
3882,0
3883,0
3884,0
3885,0
3886,1
3887,0
3888,0
3889,0
3890,1
3891,1
3892,0
3893,1
3894,1
3895,0
3896,0
3897,1
3898,1
3899,1
3900,1
3901,1
3902,1
3903,1
3904,0
3905,0
3906,1
3907,1
3908,0
3909,0
3910,0
3911,0
3912,1
3913,1
3914,0
3915,1
3916,1
3917,1
3918,1
3919,0
3920,0
3921,1
3922,1
3923,0
3924,0
3925,1
3926,0
3927,1
3928,1
3929,0
3930,0
3931,1
3932,0
3933,1
3934,1
3935,1
3936,1
3937,0
3938,1
3939,0
3940,1
3941,1
3942,1
3943,1
3944,1
3945,0
3946,0
3947,1
3948,1
3949,0
3950,0
3951,1
3952,1
3953,1
3954,1
3955,1
3956,0
3957,1
3958,0
3959,1
3960,0
3961,1
3962,0
3963,1
3964,1
3965,0
3966,1
3967,0
3968,0
3969,0
3970,0
3971,0
3972,1
3973,0
3974,0
3975,0
3976,0
3977,0
3978,1
3979,1
3980,1
3981,1
3982,1
3983,1
3984,1
3985,0
3986,1
3987,1
3988,1
3989,0
3990,1
3991,0
3992,0
3993,1
3994,1
3995,1
3996,1
3997,0
3998,0
3999,0
4000,1
4001,1
4002,1
4003,1
4004,1
4005,1
4006,1
4007,0
4008,1
4009,0
4010,0
4011,1
4012,0
4013,0
4014,1
4015,1
4016,1
4017,1
4018,0
4019,0
4020,0
4021,1
4022,1
4023,1
4024,0
4025,1
4026,1
4027,0
4028,0
4029,0
4030,0
4031,1
4032,1
4033,1
4034,1
4035,1
4036,1
4037,0
4038,1
4039,1
4040,0
4041,1
4042,1
4043,0
4044,1
4045,0
4046,1
4047,0
4048,0
4049,1
4050,1
4051,0
4052,1
4053,1
4054,0
4055,0
4056,0
4057,1
4058,0
4059,0
4060,1
4061,1
4062,0
4063,0
4064,1
4065,1
4066,1
4067,0
4068,1
4069,0
4070,1
4071,0
4072,0
4073,0
4074,1
4075,0
4076,1
4077,1
4078,1
4079,0
4080,0
4081,0
4082,0
4083,1
4084,0
4085,0
4086,1
4087,0
4088,1
4089,1
4090,1
4091,0
4092,1
4093,0
4094,1
4095,0
4096,1
4097,1
4098,1
4099,1
4100,0
4101,1
4102,0
4103,1
4104,1
4105,1
4106,0
4107,1
4108,1
4109,1
4110,0
4111,1
4112,0
4113,0
4114,0
4115,0
4116,1
4117,0
4118,1
4119,0
4120,0
4121,0
4122,0
4123,1
4124,1
4125,1
4126,0
4127,1
4128,0
4129,0
4130,0
4131,0
4132,1
4133,0
4134,0
4135,1
4136,0
4137,0
4138,1
4139,1
4140,1
4141,1
4142,1
4143,1
4144,0
4145,0
4146,0
4147,1
4148,1
4149,1
4150,1
4151,0
4152,1
4153,1
4154,1
4155,1
4156,0
4157,0
4158,1
4159,1
4160,0
4161,1
4162,1
4163,0
4164,0
4165,1
4166,1
4167,1
4168,0
4169,1
4170,1
4171,1
4172,0
4173,0
4174,0
4175,1
4176,0
4177,0
4178,1
4179,1
4180,1
4181,1
4182,1
4183,1
4184,1
4185,0
4186,0
4187,0
4188,0
4189,1
4190,1
4191,1
4192,0
4193,1
4194,0
4195,1
4196,1
4197,1
4198,0
4199,1
4200,1
4201,1
4202,0
4203,1
4204,0
4205,1
4206,1
4207,0
4208,0
4209,1
4210,1
4211,1
4212,0
4213,0
4214,0
4215,1
4216,0
4217,0
4218,1
4219,0
4220,1
4221,1
4222,0
4223,0
4224,0
4225,1
4226,0
4227,1
4228,1
4229,1
4230,0
4231,1
4232,0
4233,1
4234,0
4235,1
4236,0
4237,1
4238,1
4239,1
4240,0
4241,0
4242,1
4243,0
4244,0
4245,0
4246,0
4247,0
4248,0
4249,1
4250,0
4251,0
4252,0
4253,0
4254,1
4255,1
4256,0
4257,1
4258,1
4259,0
4260,1
4261,1
4262,0
4263,1
4264,1
4265,0
4266,0
4267,0
4268,1
4269,0
4270,1
4271,0
4272,1
4273,0
4274,0
4275,0
4276,1
4277,0
4278,1
4279,0
4280,1
4281,0
4282,0
4283,0
4284,1
4285,1
4286,0
4287,0
4288,1
4289,0
4290,1
4291,0
4292,0
4293,0
4294,1
4295,0
4296,1
4297,1
4298,1
4299,0
4300,0
4301,0
4302,1
4303,0
4304,0
4305,1
4306,1
4307,0
4308,0
4309,1
4310,1
4311,1
4312,1
4313,0
4314,1
4315,1
4316,0
4317,0
4318,1
4319,0
4320,1
4321,0
4322,0
4323,1
4324,1
4325,1
4326,1
4327,0
4328,1
4329,0
4330,1
4331,0
4332,0
4333,0
4334,0
4335,1
4336,1
4337,1
4338,1
4339,0
4340,0
4341,1
4342,0
4343,1
4344,0
4345,0
4346,1
4347,0
4348,1
4349,1
4350,0
4351,0
4352,1
4353,1
4354,1
4355,0
4356,0
4357,1
4358,0
4359,0
4360,0
4361,0
4362,0
4363,0
4364,0
4365,1
4366,1
4367,0
4368,1
4369,1
4370,0
4371,0
4372,0
4373,1
4374,1
4375,0
4376,1
4377,1
4378,1
4379,1
4380,0
4381,0
4382,0
4383,0
4384,0
4385,0
4386,1
4387,0
4388,0
4389,0
4390,1
4391,0
4392,0
4393,0
4394,1
4395,0
4396,1
4397,1
4398,0
4399,1
4400,1
4401,0
4402,1
4403,0
4404,1
4405,0
4406,0
4407,0
4408,1
4409,1
4410,1
4411,0
4412,0
4413,1
4414,0
4415,0
4416,1
4417,0
4418,1
4419,0
4420,0
4421,1
4422,0
4423,1
4424,0
4425,1
4426,0
4427,0
4428,0
4429,0
4430,0
4431,1
4432,1
4433,1
4434,0
4435,0
4436,1
4437,0
4438,1
4439,0
4440,1
4441,0
4442,1
4443,1
4444,0
4445,0
4446,1
4447,1
4448,0
4449,0
4450,0
4451,1
4452,0
4453,1
4454,1
4455,1
4456,1
4457,0
4458,1
4459,0
4460,1
4461,1
4462,0
4463,0
4464,1
4465,1
4466,0
4467,1
4468,0
4469,0
4470,1
4471,0
4472,1
4473,0
4474,1
4475,1
4476,1
4477,1
4478,1
4479,1
4480,0
4481,1
4482,0
4483,0
4484,0
4485,0
4486,0
4487,0
4488,0
4489,1
4490,1
4491,1
4492,0
4493,1
4494,0
4495,1
4496,1
4497,1
4498,1
4499,1
4500,0
4501,1
4502,1
4503,1
4504,1
4505,0
4506,0
4507,0
4508,0
4509,1
4510,1
4511,1
4512,1
4513,0
4514,1
4515,1
4516,0
4517,0
4518,1
4519,0
4520,1
4521,1
4522,1
4523,0
4524,0
4525,0
4526,0
4527,0
4528,1
4529,1
4530,0
4531,0
4532,1
4533,1
4534,0
4535,1
4536,0
4537,1
4538,0
4539,0
4540,0
4541,1
4542,0
4543,1
4544,1
4545,0
4546,1
4547,1
4548,1
4549,0
4550,1
4551,1
4552,1
4553,0
4554,1
4555,0
4556,0
4557,1
4558,0
4559,1
4560,1
4561,1
4562,0
4563,0
4564,1
4565,1
4566,0
4567,0
4568,1
4569,0
4570,0
4571,1
4572,0
4573,0
4574,0
4575,1
4576,1
4577,0
4578,1
4579,0
4580,1
4581,1
4582,1
4583,1
4584,1
4585,0
4586,1
4587,1
4588,1
4589,0
4590,0
4591,0
4592,1
4593,0
4594,1
4595,0
4596,0
4597,1
4598,1
4599,1
4600,0
4601,1
4602,0
4603,1
4604,1
4605,1
4606,1
4607,0
4608,0
4609,1
4610,1
4611,0
4612,1
4613,0
4614,1
4615,0
4616,0
4617,0
4618,0
4619,1
4620,0
4621,1
4622,1
4623,1
4624,1
4625,0
4626,1
4627,1
4628,0
4629,1
4630,0
4631,0
4632,0
4633,0
4634,1
4635,0
4636,0
4637,0
4638,1
4639,1
4640,0
4641,0
4642,0
4643,0
4644,1
4645,1
4646,0
4647,0
4648,1
4649,1
4650,0
4651,1
4652,0
4653,0
4654,0
4655,1
4656,1
4657,1
4658,0
4659,0
4660,0
4661,0
4662,0
4663,1
4664,1
4665,0
4666,0
4667,1
4668,1
4669,0
4670,1
4671,0
4672,0
4673,1
4674,0
4675,0
4676,0
4677,0
4678,0
4679,1
4680,0
4681,0
4682,0
4683,1
4684,0
4685,1
4686,1
4687,1
4688,1
4689,1
4690,1
4691,0
4692,0
4693,1
4694,0
4695,0
4696,1
4697,0
4698,0
4699,0
4700,0
4701,1
4702,0
4703,0
4704,1
4705,0
4706,0
4707,1
4708,0
4709,1
4710,1
4711,0
4712,0
4713,1
4714,0
4715,1
4716,0
4717,1
4718,1
4719,0
4720,0
4721,1
4722,0
4723,1
4724,0
4725,0
4726,1
4727,1
4728,1
4729,1
4730,0
4731,1
4732,0
4733,1
4734,0
4735,1
4736,1
4737,1
4738,1
4739,0
4740,1
4741,1
4742,1
4743,0
4744,1
4745,1
4746,0
4747,0
4748,1
4749,1
4750,0
4751,0
4752,1
4753,1
4754,0
4755,0
4756,1
4757,1
4758,0
4759,1
4760,1
4761,0
4762,1
4763,0
4764,0
4765,1
4766,1
4767,0
4768,1
4769,0
4770,0
4771,0
4772,1
4773,1
4774,0
4775,1
4776,1
4777,1
4778,1
4779,0
4780,0
4781,1
4782,0
4783,1
4784,0
4785,0
4786,0
4787,1
4788,1
4789,0
4790,1
4791,1
4792,0
4793,1
4794,1
4795,1
4796,0
4797,0
4798,1
4799,0
4800,0
4801,1
4802,0
4803,1
4804,0
4805,1
4806,1
4807,0
4808,0
4809,1
4810,1
4811,1
4812,0
4813,0
4814,0
4815,1
4816,0
4817,0
4818,0
4819,1
4820,0
4821,1
4822,1
4823,1
4824,1
4825,1
4826,1
4827,1
4828,0
4829,1
4830,1
4831,0
4832,1
4833,0
4834,1
4835,0
4836,0
4837,1
4838,0
4839,1
4840,1
4841,0
4842,1
4843,1
4844,0
4845,1
4846,0
4847,1
4848,0
4849,1
4850,0
4851,0
4852,0
4853,0
4854,0
4855,1
4856,1
4857,1
4858,1
4859,1
4860,1
4861,0
4862,0
4863,0
4864,1
4865,1
4866,0
4867,1
4868,1
4869,0
4870,0
4871,0
4872,0
4873,1
4874,0
4875,1
4876,1
4877,1
4878,1
4879,1
4880,1
4881,1
4882,1
4883,1
4884,1
4885,1
4886,0
4887,1
4888,0
4889,1
4890,1
4891,1
4892,1
4893,1
4894,0
4895,0
4896,1
4897,0
4898,1
4899,0
4900,1
4901,0
4902,0
4903,1
4904,0
4905,1
4906,0
4907,1
4908,1
4909,1
4910,1
4911,0
4912,1
4913,1
4914,1
4915,0
4916,1
4917,1
4918,1
4919,1
4920,1
4921,1
4922,1
4923,0
4924,1
4925,1
4926,1
4927,0
4928,1
4929,1
4930,1
4931,1
4932,1
4933,0
4934,0
4935,1
4936,1
4937,1
4938,1
4939,1
4940,1
4941,1
4942,0
4943,0
4944,0
4945,1
4946,1
4947,1
4948,0
4949,0
4950,0
4951,0
4952,1
4953,1
4954,0
4955,0
4956,1
4957,1
4958,1
4959,1
4960,1
4961,1
4962,0
4963,1
4964,1
4965,1
4966,1
4967,1
4968,1
4969,1
4970,1
4971,0
4972,1
4973,0
4974,0
4975,1
4976,0
4977,0
4978,0
4979,1
4980,0
4981,0
4982,1
4983,1
4984,1
4985,0
4986,1
4987,0
4988,0
4989,0
4990,1
4991,0
4992,1
4993,0
4994,1
4995,1
4996,0
4997,0
4998,0
4999,0
5000,0
5001,1
5002,1
5003,0
5004,1
5005,1
5006,0
5007,0
5008,1
5009,1
5010,0
5011,0
5012,1
5013,0
5014,0
5015,1
5016,1
5017,0
5018,1
5019,0
5020,1
5021,0
5022,1
5023,0
5024,1
5025,1
5026,1
5027,1
5028,0
5029,0
5030,0
5031,0
5032,1
5033,0
5034,0
5035,0
5036,0
5037,1
5038,1
5039,1
5040,1
5041,1
5042,1
5043,1
5044,0
5045,0
5046,1
5047,1
5048,1
5049,1
5050,0
5051,0
5052,0
5053,1
5054,0
5055,0
5056,1
5057,1
5058,1
5059,1
5060,1
5061,1
5062,0
5063,0
5064,1
5065,1
5066,1
5067,1
5068,1
5069,0
5070,0
5071,1
5072,0
5073,1
5074,0
5075,1
5076,1
5077,1
5078,1
5079,0
5080,1
5081,1
5082,0
5083,1
5084,0
5085,1
5086,1
5087,0
5088,1
5089,1
5090,1
5091,1
5092,0
5093,0
5094,1
5095,1
5096,0
5097,1
5098,1
5099,0
5100,0
5101,1
5102,1
5103,0
5104,0
5105,0
5106,1
5107,0
5108,1
5109,1
5110,0
5111,1
5112,0
5113,0
5114,1
5115,1
5116,1
5117,0
5118,0
5119,0
5120,1
5121,0
5122,1
5123,1
5124,1
5125,0
5126,1
5127,0
5128,0
5129,1
5130,1
5131,1
5132,1
5133,1
5134,1
5135,1
5136,1
5137,0
5138,1
5139,1
5140,0
5141,1
5142,0
5143,1
5144,0
5145,0
5146,0
5147,1
5148,0
5149,1
5150,0
5151,1
5152,0
5153,1
5154,0
5155,1
5156,0
5157,0
5158,0
5159,1
5160,0
5161,1
5162,1
5163,1
5164,1
5165,1
5166,0
5167,1
5168,1
5169,1
5170,1
5171,0
5172,0
5173,1
5174,0
5175,1
5176,1
5177,1
5178,1
5179,0
5180,0
5181,0
5182,0
5183,0
5184,1
5185,1
5186,0
5187,1
5188,0
5189,0
5190,1
5191,0
5192,0
5193,1
5194,1
5195,1
5196,0
5197,0
5198,1
5199,1
5200,0
5201,0
5202,0
5203,0
5204,1
5205,0
5206,1
5207,1
5208,1
5209,0
5210,1
5211,1
5212,1
5213,0
5214,1
5215,1
5216,1
5217,1
5218,0
5219,0
5220,1
5221,1
5222,1
5223,0
5224,1
5225,0
5226,1
5227,0
5228,1
5229,0
5230,1
5231,0
5232,1
5233,1
5234,1
5235,1
5236,1
5237,0
5238,0
5239,1
5240,0
5241,0
5242,1
5243,0
5244,1
5245,0
5246,0
5247,1
5248,0
5249,1
5250,1
5251,1
5252,0
5253,0
5254,0
5255,1
5256,1
5257,0
5258,1
5259,0
5260,1
5261,1
5262,1
5263,0
5264,1
5265,1
5266,0
5267,1
5268,1
5269,1
5270,1
5271,1
5272,1
5273,1
5274,0
5275,0
5276,0
5277,0
5278,0
5279,1
5280,0
5281,1
5282,1
5283,1
5284,0
5285,1
5286,1
5287,0
5288,1
5289,1
5290,0
5291,1
5292,1
5293,1
5294,1
5295,0
5296,1
5297,1
5298,1
5299,0
5300,0
5301,1
5302,0
5303,0
5304,0
5305,1
5306,0
5307,0
5308,0
5309,0
5310,1
5311,0
5312,1
5313,0
5314,1
5315,0
5316,1
5317,1
5318,0
5319,0
5320,1
5321,0
5322,0
5323,1
5324,0
5325,0
5326,1
5327,1
5328,0
5329,1
5330,0
5331,1
5332,0
5333,1
5334,0
5335,0
5336,1
5337,1
5338,0
5339,0
5340,1
5341,1
5342,1
5343,1
5344,1
5345,0
5346,1
5347,0
5348,1
5349,0
5350,1
5351,0
5352,0
5353,1
5354,1
5355,1
5356,1
5357,1
5358,1
5359,0
5360,1
5361,1
5362,1
5363,1
5364,0
5365,0
5366,0
5367,1
5368,1
5369,0
5370,1
5371,1
5372,0
5373,0
5374,0
5375,0
5376,0
5377,0
5378,1
5379,0
5380,0
5381,1
5382,1
5383,1
5384,1
5385,0
5386,0
5387,1
5388,1
5389,1
5390,0
5391,1
5392,1
5393,1
5394,0
5395,0
5396,1
5397,0
5398,1
5399,1
5400,0
5401,1
5402,1
5403,1
5404,0
5405,1
5406,0
5407,1
5408,1
5409,0
5410,0
5411,1
5412,0
5413,1
5414,1
5415,1
5416,1
5417,1
5418,0
5419,1
5420,1
5421,0
5422,0
5423,1
5424,1
5425,1
5426,0
5427,0
5428,1
5429,1
5430,0
5431,0
5432,1
5433,0
5434,1
5435,1
5436,0
5437,0
5438,1
5439,1
5440,0
5441,1
5442,0
5443,1
5444,0
5445,1
5446,1
5447,1
5448,0
5449,0
5450,1
5451,0
5452,0
5453,0
5454,0
5455,0
5456,0
5457,1
5458,0
5459,0
5460,0
5461,0
5462,1
5463,1
5464,0
5465,1
5466,1
5467,0
5468,1
5469,1
5470,0
5471,0
5472,1
5473,0
5474,1
5475,1
5476,1
5477,1
5478,1
5479,1
5480,1
5481,1
5482,0
5483,1
5484,1
5485,1
5486,0
5487,1
5488,1
5489,1
5490,0
5491,0
5492,1
5493,0
5494,1
5495,1
5496,0
5497,0
5498,1
5499,0
5500,0
5501,0
5502,0
5503,0
5504,1
5505,0
5506,0
5507,0
5508,0
5509,1
5510,0
5511,1
5512,1
5513,0
5514,1
5515,0
5516,1
5517,1
5518,1
5519,0
5520,0
5521,0
5522,1
5523,0
5524,0
5525,1
5526,1
5527,1
5528,0
5529,0
5530,1
5531,1
5532,0
5533,0
5534,1
5535,0
5536,0
5537,0
5538,1
5539,0
5540,1
5541,0
5542,0
5543,0
5544,0
5545,1
5546,1
5547,0
5548,0
5549,1
5550,0
5551,1
5552,1
5553,1
5554,1
5555,0
5556,0
5557,0
5558,0
5559,1
5560,1
5561,0
5562,0
5563,1
5564,1
5565,1
5566,1
5567,1
5568,0
5569,1
5570,1
5571,1
5572,0
5573,0
5574,1
5575,1
5576,0
5577,0
5578,0
5579,0
5580,1
5581,1
5582,1
5583,0
5584,1
5585,1
5586,1
5587,0
5588,1
5589,1
5590,1
5591,0
5592,1
5593,0
5594,0
5595,0
5596,0
5597,1
5598,0
5599,0
5600,0
5601,0
5602,0
5603,0
5604,1
5605,0
5606,0
5607,1
5608,1
5609,0
5610,0
5611,1
5612,0
5613,1
5614,1
5615,1
5616,0
5617,0
5618,0
5619,0
5620,0
5621,1
5622,0
5623,0
5624,1
5625,1
5626,1
5627,1
5628,1
5629,1
5630,0
5631,0
5632,1
5633,0
5634,0
5635,0
5636,1
5637,0
5638,1
5639,1
5640,1
5641,0
5642,1
5643,0
5644,1
5645,0
5646,1
5647,1
5648,0
5649,1
5650,0
5651,0
5652,1
5653,1
5654,0
5655,0
5656,1
5657,1
5658,0
5659,0
5660,1
5661,1
5662,1
5663,1
5664,1
5665,1
5666,0
5667,1
5668,0
5669,1
5670,0
5671,0
5672,0
5673,1
5674,1
5675,0
5676,0
5677,1
5678,1
5679,1
5680,1
5681,1
5682,1
5683,0
5684,0
5685,1
5686,0
5687,1
5688,0
5689,0
5690,1
5691,1
5692,0
5693,1
5694,1
5695,1
5696,1
5697,1
5698,1
5699,1
5700,1
5701,0
5702,0
5703,1
5704,1
5705,1
5706,0
5707,1
5708,1
5709,1
5710,0
5711,1
5712,0
5713,1
5714,1
5715,1
5716,0
5717,1
5718,0
5719,0
5720,1
5721,1
5722,1
5723,1
5724,1
5725,1
5726,1
5727,0
5728,1
5729,0
5730,0
5731,1
5732,0
5733,1
5734,1
5735,1
5736,0
5737,0
5738,1
5739,0
5740,1
5741,1
5742,1
5743,1
5744,0
5745,0
5746,0
5747,1
5748,0
5749,0
5750,1
5751,0
5752,1
5753,0
5754,0
5755,1
5756,1
5757,1
5758,0
5759,1
5760,1
5761,1
5762,1
5763,0
5764,1
5765,1
5766,1
5767,1
5768,0
5769,0
5770,0
5771,0
5772,0
5773,1
5774,1
5775,1
5776,0
5777,0
5778,1
5779,1
5780,1
5781,1
5782,1
5783,0
5784,1
5785,1
5786,0
5787,0
5788,0
5789,1
5790,0
5791,1
5792,1
5793,0
